date;sound;co2
2020-11-02 09:47:02;46,816;442,8615
2020-11-02 09:51:03;48,8175;439,956
2020-11-02 09:55:06;49,029;438,153
2020-11-02 09:59:07;47,449;430,694
2020-11-02 10:03:08;50,026;429,8
2020-11-02 10:07:10;49,8265;423,63
2020-11-02 10:11:12;51,5525;423,7055
2020-11-02 10:15:13;49,8775;419,5375
2020-11-02 10:19:15;47,554;421,33
2020-11-02 10:23:17;50,273;419,8825
2020-11-02 10:27:18;51,1485;426,694
2020-11-02 10:31:20;50,563;436,3335
2020-11-02 10:35:20;49,86;448,7
2020-11-02 10:39:23;49,051;456,687
2020-11-02 10:43:25;45,0425;468,5435
2020-11-02 10:47:27;46,568;458,456
2020-11-02 10:51:29;50,36;452,7325
2020-11-02 10:55:30;53,781;455,869
2020-11-02 10:59:31;49,823;451,081
2020-11-02 11:03:33;46,3805;451,013
2020-11-02 11:07:36;46,7445;464,2615
2020-11-02 11:11:37;46,864;474,263
2020-11-02 11:15:39;50,526;473,6935
2020-11-02 11:19:40;50,4475;479,0625
2020-11-02 11:23:43;50,45;484,6725
2020-11-02 11:27:44;47,5225;484,1
2020-11-02 11:31:47;55,7985;489,567
2020-11-02 11:35:48;56,452;489,975
2020-11-02 11:39:50;59,7385;493,381
2020-11-02 11:43:52;60,605;504,125
2020-11-02 11:47:54;56,039;503,5925
2020-11-02 11:51:56;46,124;512,4435
2020-11-02 11:55:58;53,3165;521,837
2020-11-02 12:00:00;54,5295;529,3935
2020-11-02 12:04:02;54,822;525,38
2020-11-02 12:08:03;51,925;539,0875
2020-11-02 12:12:05;44,3505;543,806
2020-11-02 12:16:07;42,019;560,763
2020-11-02 12:20:09;42,8895;569,797
2020-11-02 12:24:10;43,967;567,4375
2020-11-02 12:28:12;56,759;565,07
2020-11-02 12:32:14;62,638;564,5365
2020-11-02 12:36:16;56,725;572,3275
2020-11-02 12:40:17;45,4745;569,5185
2020-11-02 12:44:19;45,4935;571,0875
2020-11-02 12:48:21;43,8945;571,17
2020-11-02 12:52:23;44,653;573,775
2020-11-02 12:56:25;54,1035;575,875
2020-11-02 13:00:27;54,501;580,8125
2020-11-02 13:04:28;53,403;590,5685
2020-11-02 13:08:31;48,704;600,033
2020-11-02 13:12:32;50,7485;600,564
2020-11-02 13:16:34;47,9025;601,0185
2020-11-02 13:20:36;46,5;605,8065
2020-11-02 13:24:37;50,4605;608,438
2020-11-02 13:28:39;48,027;609,162
2020-11-02 13:32:41;51,268;617,281
2020-11-02 13:36:43;60,6245;612,275
2020-11-02 13:40:45;52,725;535,925
2020-11-02 13:44:47;51,1655;503,956
2020-11-02 13:48:48;55,7625;504,1185
2020-11-02 13:52:50;55,5975;486,937
2020-11-02 13:56:52;51,353;479,8145
2020-11-02 14:00:54;48,044;482,9315
2020-11-02 14:04:57;49,3995;489,243
2020-11-02 14:08:58;47,567;480,305
2020-11-02 14:12:59;50,613;478,4375
2020-11-02 14:17:01;47,4915;471,034
2020-11-02 14:21:03;52,0365;469,503
2020-11-02 14:25:05;54,5245;463,8435
2020-11-02 14:29:07;48,1745;460,731
2020-11-02 14:33:09;47,1005;458,237
2020-11-02 14:37:11;53,0605;455,8935
2020-11-02 14:41:12;48,5745;448,594
2020-11-02 14:45:14;46,756;448,9615
2020-11-02 14:49:16;47,2335;450,3125
2020-11-02 14:53:16;46,7345;447,6375
2020-11-02 14:57:20;46,6035;442,581
2020-11-02 15:01:21;43,703;436,3185
2020-11-02 15:05:23;54,693;437,505
2020-11-02 15:09:25;54,8765;433,381
2020-11-02 15:13:27;43,981;431,3545
2020-11-02 15:17:29;44,7425;436,0685
2020-11-02 15:21:29;47,3285;434,325
2020-11-02 15:25:32;47,288;441,1695
2020-11-02 15:29:35;54,8575;438,5
2020-11-02 15:33:36;54,8505;442,9285
2020-11-02 15:37:38;44,325;443,919
2020-11-02 15:41:40;44,2515;443,925
2020-11-02 15:45:41;49,195;443,025
2020-11-02 15:49:41;46,96;447,9315
2020-11-02 15:53:45;46,2105;444,76
2020-11-02 15:57:46;47,88;448,856
2020-11-02 16:01:48;53,843;453,9875
2020-11-02 16:05:51;43,944;460,212
2020-11-02 16:09:52;43,567;460,106
2020-11-02 16:13:54;41,6255;461,8955
2020-11-02 16:17:56;39,864;466,3625
2020-11-02 16:21:57;40,113;466,406
2020-11-02 16:25:59;43,133;468,2565
2020-11-02 16:30:02;41,014;470,5335
2020-11-02 16:34:04;39,428;473,0075
2020-11-02 16:38:05;40,655;472,4065
2020-11-02 16:42:08;39,9975;470,48
2020-11-02 16:46:08;40,3245;474,9685
2020-11-02 16:50:12;41,0115;474,5305
2020-11-02 16:54:14;40,4145;477,2585
2020-11-02 16:58:15;42,1135;479,0125
2020-11-02 17:02:17;40,574;481,9255
2020-11-02 17:06:19;40,189;486,9875
2020-11-02 17:10:21;39,9485;487,65
2020-11-02 17:14:23;39,1905;488,641
2020-11-02 17:18:24;40,5215;490,251
2020-11-02 17:22:26;40,3485;491,926
2020-11-02 17:26:27;39,8665;491,831
2020-11-02 17:30:29;39,5065;494,4875
2020-11-02 17:34:31;41,562;492,95
2020-11-02 17:38:33;41,0395;492,325
2020-11-02 17:42:34;40,2665;490,8645
2020-11-02 17:46:36;40,632;491,1375
2020-11-02 17:50:39;46,095;496,9605
2020-11-02 17:54:40;41,886;497,069
2020-11-02 17:58:42;39,36;492,897
2020-11-02 18:02:43;39,63;492,35
2020-11-02 18:06:45;39,114;493,869
2020-11-02 18:10:47;39,603;490,562
2020-11-02 18:14:48;39,4375;491,9065
2020-11-02 18:18:50;39,427;489,381
2020-11-02 18:22:52;42,488;488,612
2020-11-02 18:26:54;39,206;490,3815
2020-11-02 18:30:56;39,8465;487,6315
2020-11-02 18:34:58;42,944;490,2375
2020-11-02 18:39:00;39,246;487,377
2020-11-02 18:43:02;39,0655;488,394
2020-11-02 18:47:02;39,0935;485,978
2020-11-02 18:51:05;39,6615;486,3
2020-11-02 18:55:07;39,2825;482,8065
2020-11-02 18:59:10;39,0755;484,2875
2020-11-02 19:03:11;41,527;481,781
2020-11-02 19:07:13;45,7775;481,4
2020-11-02 19:11:14;42,205;486,406
2020-11-02 19:15:16;40,2505;483,154
2020-11-02 19:19:19;39,996;483,7525
2020-11-02 19:23:19;41,1455;483,1065
2020-11-02 19:27:22;39,481;486,022
2020-11-02 19:31:23;39,2835;483,788
2020-11-02 19:35:25;39,109;484,993
2020-11-02 19:39:26;38,893;486,1565
2020-11-02 19:43:29;38,8795;484,145
2020-11-02 19:47:29;39,0115;483,314
2020-11-02 19:51:32;38,9565;485,611
2020-11-02 19:55:34;39,271;485,744
2020-11-02 19:59:36;39,5;485,942
2020-11-02 20:03:37;39,221;484,6875
2020-11-02 20:07:39;39,1025;482,5875
2020-11-02 20:11:41;39,445;484,9875
2020-11-02 20:15:40;39,2695;484,0315
2020-11-02 20:19:44;38,8475;481,9875
2020-11-02 20:23:45;38,983;483,3725
2020-11-02 20:27:47;38,8645;483,884
2020-11-02 20:31:48;38,8645;482,534
2020-11-02 20:35:50;38,8015;482,523
2020-11-02 20:39:51;38,882;485,063
2020-11-02 20:43:52;39,253;484,8905
2020-11-02 20:47:55;38,71;486,2405
2020-11-02 20:51:57;38,804;482,882
2020-11-02 20:55:58;38,7585;485,1755
2020-11-02 21:00:00;39,0685;484,0465
2020-11-02 21:04:02;38,7085;480,9805
2020-11-02 21:08:03;38,6725;484,6375
2020-11-02 21:12:05;38,6515;485,117
2020-11-02 21:16:07;38,726;483,8005
2020-11-02 21:20:09;38,7365;484,1045
2020-11-02 21:24:11;38,6685;483,4825
2020-11-02 21:28:13;38,626;483,388
2020-11-02 21:32:15;38,74;483,5
2020-11-02 21:36:17;38,661;485,48
2020-11-02 21:40:17;38,656;485,538
2020-11-02 21:44:21;38,768;483,6665
2020-11-02 21:48:22;38,7895;484,475
2020-11-02 21:52:24;38,8265;481,8755
2020-11-02 21:56:26;38,811;483,287
2020-11-02 22:00:27;38,7355;483,525
2020-11-02 22:04:29;39,0585;483,819
2020-11-02 22:08:29;38,8295;484,152
2020-11-02 22:12:32;38,779;482,197
2020-11-02 22:16:34;38,707;484,2435
2020-11-02 22:20:36;38,705;483,6625
2020-11-02 22:24:38;38,6945;483,125
2020-11-02 22:28:40;38,6365;483,894
2020-11-02 22:32:42;38,712;483,636
2020-11-02 22:36:43;38,7315;483,8435
2020-11-02 22:40:44;38,7105;482,925
2020-11-02 22:44:47;38,7275;484,054
2020-11-02 22:48:49;38,7135;482,9425
2020-11-02 22:52:51;38,7645;480,995
2020-11-02 22:56:52;38,691;483,538
2020-11-02 23:02:55;38,749;484,7065
2020-11-02 23:06:56;38,7025;482,919
2020-11-02 23:10:58;38,73;483,544
2020-11-02 23:15:00;38,5875;482,356
2020-11-02 23:19:02;38,574;484,475
2020-11-02 23:23:03;38,5985;483,031
2020-11-02 23:27:06;38,5495;483,399
2020-11-02 23:31:07;38,703;483,125
2020-11-02 23:35:09;38,627;484,7215
2020-11-02 23:39:10;38,5815;481,619
2020-11-02 23:43:12;38,5475;483,469
2020-11-02 23:47:14;38,769;483,6435
2020-11-02 23:51:15;38,698;481,75
2020-11-02 23:55:18;38,85;482,12
2020-11-02 23:59:20;38,753;481,881
2020-11-03 00:03:22;38,702;481,541
2020-11-03 00:07:23;38,758;480,4045
2020-11-03 00:11:24;38,8385;478,9185
2020-11-03 00:15:26;38,6925;480,175
2020-11-03 00:19:25;38,657;483,7855
2020-11-03 00:23:29;38,6595;481,2465
2020-11-03 00:27:30;38,5795;480,537
2020-11-03 00:31:32;38,632;480,6625
2020-11-03 00:35:33;38,5715;481,3565
2020-11-03 00:39:35;38,6345;481,7805
2020-11-03 00:43:36;38,726;480,0625
2020-11-03 00:47:37;38,749;479,8435
2020-11-03 00:51:40;38,669;480,342
2020-11-03 00:55:41;38,6685;481,456
2020-11-03 00:59:42;38,5875;479,637
2020-11-03 01:03:44;38,6425;480,554
2020-11-03 01:07:45;38,5925;480,6275
2020-11-03 01:11:48;38,5345;478,981
2020-11-03 01:15:47;38,559;482,156
2020-11-03 01:19:50;38,695;478,0485
2020-11-03 01:23:52;38,6525;482,6235
2020-11-03 01:27:53;38,5405;482,846
2020-11-03 01:31:55;38,581;480,466
2020-11-03 01:35:57;38,6655;481,6815
2020-11-03 01:39:59;38,629;480,052
2020-11-03 01:44:01;38,8585;480,6355
2020-11-03 01:48:03;38,8015;479,526
2020-11-03 01:52:04;38,6965;481,2435
2020-11-03 01:56:05;38,6035;481,8375
2020-11-03 02:00:07;38,592;483,622
2020-11-03 02:04:08;38,5405;480,3185
2020-11-03 02:08:11;38,631;484,2135
2020-11-03 02:12:12;38,728;481,894
2020-11-03 02:16:13;38,577;480,469
2020-11-03 02:20:15;38,6205;481,2
2020-11-03 02:24:18;38,631;481,7695
2020-11-03 02:28:19;38,5535;482,7935
2020-11-03 02:32:21;38,622;481,1485
2020-11-03 02:36:23;38,5885;483,425
2020-11-03 02:40:25;38,7735;481,3045
2020-11-03 02:44:26;38,6945;481,4185
2020-11-03 02:48:29;38,6155;485,401
2020-11-03 02:52:31;38,7235;481,081
2020-11-03 02:56:32;38,698;482,4275
2020-11-03 03:00:34;38,624;480,3635
2020-11-03 03:04:37;38,705;481,3275
2020-11-03 03:08:37;38,691;482,694
2020-11-03 03:12:38;38,5795;482,6915
2020-11-03 03:16:42;38,6295;480,2775
2020-11-03 03:20:43;38,928;481,7575
2020-11-03 03:24:45;38,618;481,113
2020-11-03 03:28:47;38,622;483,471
2020-11-03 03:32:49;38,753;483,383
2020-11-03 03:36:51;38,789;482,78
2020-11-03 03:40:52;38,746;481,6285
2020-11-03 03:44:54;38,707;482,289
2020-11-03 03:48:56;38,7415;482,3985
2020-11-03 03:52:58;38,7125;482,71
2020-11-03 03:56:59;38,7385;481,2315
2020-11-03 04:01:01;38,736;481,932
2020-11-03 04:05:03;38,5785;481,9545
2020-11-03 04:09:06;38,705;481,994
2020-11-03 04:13:07;38,869;480,5125
2020-11-03 04:17:09;40,0175;482,7265
2020-11-03 04:21:11;39,1185;483,52
2020-11-03 04:25:12;38,737;480,8455
2020-11-03 04:29:14;38,9975;481,9625
2020-11-03 04:33:16;38,8115;481,9065
2020-11-03 04:37:17;38,9145;483,175
2020-11-03 04:41:21;38,726;482,2285
2020-11-03 04:45:23;38,614;481,735
2020-11-03 04:49:25;38,642;480,2575
2020-11-03 04:53:26;38,743;479,5885
2020-11-03 04:57:28;38,723;480,6955
2020-11-03 05:01:30;38,8025;479,371
2020-11-03 05:05:32;38,9015;479,543
2020-11-03 05:09:33;39,015;481,6195
2020-11-03 05:13:36;38,7495;482,852
2020-11-03 05:17:39;38,7895;478,9815
2020-11-03 05:21:40;38,8775;480,0235
2020-11-03 05:25:41;38,9585;483,9175
2020-11-03 05:29:43;38,85;481,1495
2020-11-03 05:33:46;38,9185;481,525
2020-11-03 05:37:48;39,425;480,875
2020-11-03 05:41:49;39,444;482,225
2020-11-03 05:45:51;39,067;481,171
2020-11-03 05:49:52;38,987;480,836
2020-11-03 05:53:54;39,0365;481,028
2020-11-03 05:57:56;39,7245;480,967
2020-11-03 06:01:59;40,06;482,716
2020-11-03 06:06:00;39,3415;481,8295
2020-11-03 06:10:02;39,6515;479,6
2020-11-03 06:14:04;39,502;480,9855
2020-11-03 06:18:05;39,126;480,174
2020-11-03 06:22:07;39,1125;479,987
2020-11-03 06:26:09;39,011;478,8415
2020-11-03 06:30:12;39,1785;478,58
2020-11-03 06:34:13;39,015;478,804
2020-11-03 06:38:15;39,2475;478,35
2020-11-03 06:42:16;39,1445;477,858
2020-11-03 06:46:18;39,136;478,9155
2020-11-03 06:50:20;39,338;479,475
2020-11-03 06:54:22;39,607;478,215
2020-11-03 06:58:25;41,273;477,549
2020-11-03 07:02:25;39,994;477,4445
2020-11-03 07:06:27;40,237;477,7755
2020-11-03 07:10:30;40,331;479,1295
2020-11-03 07:14:32;39,9185;478,3615
2020-11-03 07:18:34;40,272;477,986
2020-11-03 07:22:35;42,49;481,3065
2020-11-03 07:26:35;41,654;478,5285
2020-11-03 07:30:39;42,0755;477,71
2020-11-03 07:34:40;43,692;478,1695
2020-11-03 07:38:42;50,006;489,4725
2020-11-03 07:42:44;47,5215;458,863
2020-11-03 07:46:46;48,92;450,209
2020-11-03 07:50:47;49,5195;445,4235
2020-11-03 07:54:49;53,0805;447,238
2020-11-03 07:58:51;47,3925;444,6115
2020-11-03 08:02:52;48,5095;442,9365
2020-11-03 08:06:54;45,133;434,4245
2020-11-03 08:10:56;45,209;431,088
2020-11-03 08:14:58;44,128;425,183
2020-11-03 08:19:00;46,4895;429,641
2020-11-03 08:23:01;45,0695;441,3725
2020-11-03 08:27:03;44,1855;432,3995
2020-11-03 08:31:06;44,9895;425,749
2020-11-03 08:35:08;45,445;427,5905
2020-11-03 08:39:09;48,7235;426,762
2020-11-03 08:43:12;44,8405;421,011
2020-11-03 08:47:13;47,353;418,1935
2020-11-03 08:51:14;49,0095;418,431
2020-11-03 08:55:17;47,0995;422,1915
2020-11-03 08:59:19;48,6155;421,3035
2020-11-03 09:03:21;47,075;417,909
2020-11-03 09:07:22;49,173;419,431
2020-11-03 09:11:24;44,539;419,6675
2020-11-03 09:15:26;44,8205;416,224
2020-11-03 09:19:27;45,4995;415,5985
2020-11-03 09:23:29;45,225;416,583
2020-11-03 09:27:33;44,0535;411,3765
2020-11-03 09:31:35;46,291;413,396
2020-11-03 09:35:35;47,343;409,4435
2020-11-03 09:39:37;44,82;414,8735
2020-11-03 09:43:39;45,499;408,9955
2020-11-03 09:47:40;44,4465;411,245
2020-11-03 09:51:43;46,9585;410,8025
2020-11-03 09:55:44;45,712;412,326
2020-11-03 09:59:46;45,3345;407,338
2020-11-03 10:03:48;45,609;407,7325
2020-11-03 10:07:49;43,6965;406,3575
2020-11-03 10:11:51;45,341;405,247
2020-11-03 10:15:51;51,3865;406,9115
2020-11-03 10:19:55;47,369;409,4505
2020-11-03 10:23:56;50,873;409,1145
2020-11-03 10:27:57;48,0055;405,695
2020-11-03 10:31:59;46,8035;406,267
2020-11-03 10:36:01;48,8975;405,8395
2020-11-03 10:40:03;55,165;409,4185
2020-11-03 10:44:05;54,293;415,381
2020-11-03 10:48:06;46,117;424,4875
2020-11-03 10:52:07;48,8015;444,939
2020-11-03 10:56:09;49,368;465,1235
2020-11-03 11:02:11;50,438;476,5745
2020-11-03 11:06:13;56,878;506,4985
2020-11-03 11:10:15;48,3705;500,317
2020-11-03 11:14:17;52,1475;477,2385
2020-11-03 11:18:18;48,3265;484,9535
2020-11-03 11:22:20;48,03;474,175
2020-11-03 11:26:21;50,4415;485,644
2020-11-03 11:30:24;53,8725;478,129
2020-11-03 11:34:26;49,968;479,182
2020-11-03 11:38:27;54,619;472,6735
2020-11-03 11:42:30;55,089;476,7235
2020-11-03 11:46:31;51,4375;484,9435
2020-11-03 11:50:33;53,336;487,8265
2020-11-03 11:54:35;58,65;490,292
2020-11-03 11:58:37;53,082;503,916
2020-11-03 12:02:38;53,968;516,871
2020-11-03 12:06:40;55,7675;520,7285
2020-11-03 12:10:41;54,062;527,9625
2020-11-03 12:14:43;52,9805;527,6815
2020-11-03 12:18:45;47,366;526,541
2020-11-03 12:22:48;44,6875;524,2735
2020-11-03 12:26:49;53,7195;520,581
2020-11-03 12:30:51;54,8925;519,8025
2020-11-03 12:34:52;55,8135;519
2020-11-03 12:38:54;50,297;521,753
2020-11-03 12:42:56;50,25;523,6625
2020-11-03 12:46:58;52,6135;517,512
2020-11-03 12:51:00;60,076;525,0855
2020-11-03 12:55:02;56,9475;532,241
2020-11-03 12:59:04;55,375;529,7375
2020-11-03 13:03:06;58,476;532,619
2020-11-03 13:07:08;52,898;529,742
2020-11-03 13:11:09;45,672;530,313
2020-11-03 13:15:12;45,5585;534,0595
2020-11-03 13:19:12;47,201;535,794
2020-11-03 13:23:15;51,939;535,35
2020-11-03 13:27:18;48,081;538,7235
2020-11-03 13:31:19;50,235;541,95
2020-11-03 13:35:21;46,7795;546,994
2020-11-03 13:39:22;45,1705;549,8375
2020-11-03 13:43:25;44,7055;559,531
2020-11-03 13:47:26;47,6865;562,075
2020-11-03 13:51:28;45,417;567,8
2020-11-03 13:55:29;51,1715;549,463
2020-11-03 13:59:31;47,1225;539,988
2020-11-03 14:03:33;46,169;525,812
2020-11-03 14:07:35;46,6465;519,363
2020-11-03 14:11:36;49,647;510,5875
2020-11-03 14:15:37;49,221;501,5815
2020-11-03 14:19:41;56,698;501,233
2020-11-03 14:23:42;55,6015;501,762
2020-11-03 14:27:43;47,885;510,35
2020-11-03 14:31:46;48,817;505,5395
2020-11-03 14:35:47;46,566;506,35
2020-11-03 14:39:49;48,9725;503,2
2020-11-03 14:43:52;53,4985;498,4365
2020-11-03 14:47:54;48,217;503,318
2020-11-03 14:51:55;54,4095;507,481
2020-11-03 14:55:57;50,252;520,9435
2020-11-03 14:59:59;48,459;522,987
2020-11-03 15:04:01;47,0215;530,229
2020-11-03 15:08:02;46,855;534,1619
2020-11-03 15:12:04;44,904;546,56
2020-11-03 15:16:06;48,3445;558,274
2020-11-03 15:20:07;53,018;565,975
2020-11-03 15:24:10;50,1035;565,9375
2020-11-03 15:28:11;54,528;567,7935
2020-11-03 15:32:14;48,001;571,1745
2020-11-03 15:36:15;44,9945;575,249
2020-11-03 15:40:18;47,484;569,052
2020-11-03 15:45:39;42,7905;567,668
2020-11-03 15:49:45;44,4505;576,018
2020-11-03 15:53:45;44,712;574,489
2020-11-03 15:57:47;48,5155;575,0555
2020-11-03 16:01:49;49,476;578,576
2020-11-03 16:05:50;47,2845;577,457
2020-11-03 16:09:52;42,9685;577,472
2020-11-03 16:13:53;43,4145;578,932
2020-11-03 16:17:54;43,763;577,8455
2020-11-03 16:21:56;48,7205;569,212
2020-11-03 16:25:57;42,313;567,846
2020-11-03 16:29:58;54,2365;573,827
2020-11-03 16:34:00;51,3505;579,111
2020-11-03 16:38:01;48,6735;575,068
2020-11-03 16:42:03;41,2305;572,1855
2020-11-03 16:46:04;42,4335;574,3765
2020-11-03 16:50:06;42,5755;569,543
2020-11-03 16:54:07;40,4555;570,173
2020-11-03 16:58:10;41,6625;568,4035
2020-11-03 17:02:10;41,4075;603,0865
2020-11-03 17:06:12;46,696;572,71
2020-11-03 17:10:14;42,0105;566,291
2020-11-03 17:14:15;39,497;574,5185
2020-11-03 17:18:17;40,007;571,7715
2020-11-03 17:22:17;38,6465;565,2405
2020-11-03 17:26:19;41,006;561,815
2020-11-03 17:30:20;43,5285;571,9075
2020-11-03 17:34:23;41,017;571,5485
2020-11-03 17:38:23;39,902;565,9935
2020-11-03 17:42:24;39,787;564,7715
2020-11-03 17:46:26;41,237;569,688
2020-11-03 17:50:28;40,7375;574,514
2020-11-03 17:54:29;38,773;570,5615
2020-11-03 17:58:31;39,419;567,4595
2020-11-03 18:02:31;38,406;561,673
2020-11-03 18:06:32;38,924;561,2775
2020-11-03 18:10:34;38,6745;560,9715
2020-11-03 18:14:36;38,4935;560,286
2020-11-03 18:18:37;38,4865;560,6975
2020-11-03 18:22:39;38,6105;559,4845
2020-11-03 18:26:40;38,3315;560,3715
2020-11-03 18:30:41;38,411;558,784
2020-11-03 18:34:42;38,4015;558,932
2020-11-03 18:38:44;38,6325;555,4725
2020-11-03 18:42:45;38,4985;556,9135
2020-11-03 18:46:46;38,629;554,7595
2020-11-03 18:50:48;38,363;559,4295
2020-11-03 18:54:50;38,56;555,975
2020-11-03 18:58:51;38,3755;557,093
2020-11-03 19:02:53;38,499;554,3015
2020-11-03 19:06:54;38,475;553,0125
2020-11-03 19:10:55;38,372;555,5915
2020-11-03 19:14:54;38,3575;555,654
2020-11-03 19:18:58;39,0415;556,1715
2020-11-03 19:22:59;38,603;551,4195
2020-11-03 19:27:00;38,3055;553,1605
2020-11-03 19:31:02;38,4565;552,8395
2020-11-03 19:35:04;38,467;552,7285
2020-11-03 19:39:06;38,8265;554,321
2020-11-03 19:43:07;38,5365;552,558
2020-11-03 19:47:06;38,6315;552,1635
2020-11-03 19:51:10;38,452;550,1115
2020-11-03 19:55:11;38,356;554,111
2020-11-03 19:59:12;38,482;552,7285
2020-11-03 20:03:13;38,481;552,827
2020-11-03 20:07:15;38,4355;550,683
2020-11-03 20:11:16;38,4335;553,009
2020-11-03 20:15:17;39,063;550,911
2020-11-03 20:19:19;38,393;551,642
2020-11-03 20:23:20;38,412;550,673
2020-11-03 20:27:21;38,6265;552,07
2020-11-03 20:31:22;38,925;550,2345
2020-11-03 20:35:24;38,4025;549,642
2020-11-03 20:39:23;38,3975;549,064
2020-11-03 20:43:26;38,37;552,0435
2020-11-03 20:47:27;38,456;550,858
2020-11-03 20:51:29;38,5565;549,426
2020-11-03 20:55:31;38,489;549,075
2020-11-03 20:59:31;38,4115;547,373
2020-11-03 21:03:32;38,58;552,2335
2020-11-03 21:07:34;39,18;548,8455
2020-11-03 21:11:34;38,4835;550,012
2020-11-03 21:15:36;38,409;550,7035
2020-11-03 21:19:38;38,569;550,1235
2020-11-03 21:23:39;38,406;549,6295
2020-11-03 21:27:41;38,3435;548,531
2020-11-03 21:31:42;38,7635;550,038
2020-11-03 21:35:44;38,5335;546,3085
2020-11-03 21:39:45;38,3565;547,5185
2020-11-03 21:43:47;38,435;548,8985
2020-11-03 21:47:48;38,448;546,0285
2020-11-03 21:51:49;38,523;546,71
2020-11-03 21:55:51;38,5925;545,6385
2020-11-03 21:59:52;38,5685;545,5125
2020-11-03 22:03:53;38,4675;548,257
2020-11-03 22:07:52;38,3555;549,031
2020-11-03 22:11:56;38,6145;548,534
2020-11-03 22:15:57;38,519;546,9755
2020-11-03 22:19:58;38,408;545,883
2020-11-03 22:23:59;38,4655;546,9135
2020-11-03 22:28:00;38,4385;546,463
2020-11-03 22:32:02;38,376;547,3395
2020-11-03 22:36:02;38,629;545,543
2020-11-03 22:40:04;38,828;545,0095
2020-11-03 22:44:06;38,4335;545,3825
2020-11-03 22:48:08;38,4505;546,889
2020-11-03 22:52:09;38,5325;545,4075
2020-11-03 22:56:12;38,446;545,336
2020-11-03 23:02:14;38,5285;547,722
2020-11-03 23:06:14;38,615;545,358
2020-11-03 23:10:16;38,421;546,111
2020-11-03 23:14:18;38,3995;544,148
2020-11-03 23:18:19;38,444;545,434
2020-11-03 23:22:21;38,467;545,2655
2020-11-03 23:26:21;38,437;542,8475
2020-11-03 23:30:24;38,427;544,0905
2020-11-03 23:34:25;38,399;543,7715
2020-11-03 23:38:27;38,49;546,7905
2020-11-03 23:42:28;38,414;542,9875
2020-11-03 23:46:29;38,3625;542,879
2020-11-03 23:50:30;38,4395;542,519
2020-11-03 23:54:32;38,487;544,5235
2020-11-03 23:58:33;38,673;542,963
2020-11-04 00:02:35;38,548;542,827
2020-11-04 00:06:36;38,467;545,0555
2020-11-04 00:10:37;38,431;543,9495
2020-11-04 00:14:39;38,488;541,9145
2020-11-04 00:18:39;38,497;542,1235
2020-11-04 00:22:40;38,5515;542,1535
2020-11-04 00:26:42;38,615;541,789
2020-11-04 00:30:43;38,437;542,2655
2020-11-04 00:34:44;38,4565;541,9345
2020-11-04 00:38:45;38,474;539,035
2020-11-04 00:42:46;38,542;542,704
2020-11-04 00:46:47;38,537;543,321
2020-11-04 00:50:47;38,575;542,358
2020-11-04 00:54:50;38,5805;540,2805
2020-11-04 00:58:51;38,52;540,0865
2020-11-04 01:02:52;38,5345;536,84
2020-11-04 01:06:53;38,5365;540,105
2020-11-04 01:10:54;38,5245;540,1755
2020-11-04 01:14:56;38,5285;537,189
2020-11-04 01:18:56;38,637;537,79
2020-11-04 01:22:57;38,586;536,9695
2020-11-04 01:26:59;38,576;539,05
2020-11-04 01:31:00;38,5455;536,605
2020-11-04 01:35:01;38,5145;537,5805
2020-11-04 01:39:02;38,55;537,522
2020-11-04 01:43:04;38,6555;537,2975
2020-11-04 01:47:05;38,691;537,2995
2020-11-04 01:51:05;38,55;536,5985
2020-11-04 01:55:07;38,5465;535,6605
2020-11-04 01:59:08;38,5075;536,1855
2020-11-04 02:03:09;38,479;537,7405
2020-11-04 02:07:11;38,5245;535,035
2020-11-04 02:11:13;38,7485;537,325
2020-11-04 02:15:14;38,698;537,7405
2020-11-04 02:19:16;38,5515;537,663
2020-11-04 02:23:16;38,547;537,296
2020-11-04 02:27:18;38,511;538,5925
2020-11-04 02:31:20;38,5045;537,215
2020-11-04 02:35:21;38,4665;536,651
2020-11-04 02:39:23;38,6865;538,7115
2020-11-04 02:43:23;38,9345;537,827
2020-11-04 02:47:25;38,5055;536,432
2020-11-04 02:51:26;38,557;536,2715
2020-11-04 02:55:28;38,4665;535,247
2020-11-04 02:59:29;38,5005;535,9025
2020-11-04 03:03:30;38,5405;536,5559
2020-11-04 03:07:32;38,611;536,874
2020-11-04 03:11:33;38,5615;536,4445
2020-11-04 03:15:35;38,5395;536,039
2020-11-04 03:19:36;38,483;535,5865
2020-11-04 03:23:37;38,4995;536,154
2020-11-04 03:27:39;38,586;536,2965
2020-11-04 03:31:41;38,792;535,5369
2020-11-04 03:35:42;38,6325;536,401
2020-11-04 03:39:41;38,6765;534,822
2020-11-04 03:43:45;38,5085;535,593
2020-11-04 03:47:45;38,56;534,247
2020-11-04 03:51:47;38,4935;537,642
2020-11-04 03:55:49;38,6185;536,3505
2020-11-04 03:59:50;38,6135;534,889
2020-11-04 04:03:51;38,754;538,4075
2020-11-04 04:07:53;40,2365;534,58
2020-11-04 04:11:55;38,834;536,0805
2020-11-04 04:15:56;38,6345;535,5925
2020-11-04 04:19:58;38,7565;535,71
2020-11-04 04:23:59;38,7225;536,58
2020-11-04 04:28:00;38,6335;535,8045
2020-11-04 04:32:02;38,459;536,315
2020-11-04 04:36:03;38,5465;535,679
